p.case_id,c.name,c.dimension
80,uses open communication,gender
80,self-reflects,class
80,asks for help,class
80,seeks support,race-ethnicity
80,suicidal at times,class
80,people-pleases,class
80,operates in survival mode,class
80,intervenes in race/ethnicity discrimination,race-ethnicity
80,creates distractions to protect victims,race-ethnicity
80,finds power within,class
80,works harder or overcompensates,class
80,disassociates or disengages,race-ethnicity
80,resists or confronts race/ethnicity discrimination,race-ethnicity
80,deals with intersectionality (class and race/ethnicity),class
377,"Los Angeles, sports, powerlifting, running, museums, eating out",identity_affinities
377,uses privacy at times (hides details to protect self),disability
377,hides disability/struggles,disability
377,hides medication,disability
377,indifferent feelings,pronoun_feelings
377,"\""I think conversations about identity are important to have especially so everyone can have respect for one another.\""",identity_reflection
377,code-switches,race-ethnicity
377,code-switches,class
377,experiences/observes no religious discrimination,religion
377,experiences/observes no neurodiversity discrimination,neurodiversity
377,assimilates into dominant culture,class
377,assimilates into dominant culture,race-ethnicity
377,hides whole self,disability
377,experiences/observes no gender discrimination,gender
377,experiences/observes lgbtqia+ discrimination,lgbtqia
377,experiences/observes no ageism,age
377,uses privacy (hides details to protect self),class
377,shares own pronouns when asked,pronouns
177,deals with misgendering,gender
177,experiences multiracial or multi-ethnicity complexity,race-ethnicity
177,pronouns feel complicated,pronoun_feelings
177,accepts misgendering,gender
177,"thought \""really awkward correcting people when they get my pronouns wrong which can often lead to misunderstandings\""",pronoun_feelings
177,shares pronouns when meeting new people,pronouns
177,accepts self and identity without external validation,gender
177,focuses on gender-affirming moments rather than negative experiences,gender
177,leaves gender on the table,gender
177,avoids money topics,class
177,uses self-confidence,gender
177,avoids frictions,class
177,assimilates into dominant culture,race-ethnicity
177,lives life,gender
177,passes,race-ethnicity
177,uses privacy (hides details to protect self),class
177,observes age affinity group dynamics,age
177,experiences pronoun use as positive,pronouns
177,sets boundaries,class
177,considers pronoun use through lens of self and others,pronouns
177,pronouns feel awkward,pronoun_feelings
177,changes name or uses nickname,race-ethnicity
334,challenges or manages stereotypes,race-ethnicity
334,controls impressions using clothing or makeup,race-ethnicity
334,code-switches,race-ethnicity
334,avoids money topics,class
334,experiences/observes no religious discrimination,religion
334,hides whole self,age
334,assimilates into dominant culture,race-ethnicity
334,manages difficult situations,race-ethnicity
334,uses privacy at times (hides details or protects self),age
334,uses privacy (hides details to protect self),class
334,sets boundaries,class
334,hides age or birthday,age
334,changes name or uses nickname,race-ethnicity
180,positive feelings,pronoun_feelings
180,my culture,identity_affinities
180,feels annoyed and angry when group called out,race-ethnicity
180,experiences/observes no religious discrimination,religion
180,experiences/observes no ableism,disability
180,experiences/observes no neurodiversity discrimination,neurodiversity
180,hides whole self,class
180,experiences/observes no gender discrimination,gender
180,experiences/observes no lgbtqia+ discrimination,lgbtqia
180,experiences/observes no ageism,age
180,resents people,race-ethnicity
180,uses privacy (hides details to protect self),class
180,does not mind sharing own pronouns,pronouns
180,pronouns feel clarifying helpful useful,pronoun_feelings
89,positive feelings,pronoun_feelings
89,sets boundaries,race-ethnicity
89,"\""Identity is unique to that individual, and that individual only. We should be applauding identities and realize each identity may require a different way of understanding.\""",identity_reflection
89,pronouns feel supportive for others,pronoun_feelings
89,uses self-confidence,class
89,avoids frictions,race-ethnicity
89,avoids harmful situations,race-ethnicity
89,sets boundaries,class
89,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
184,shames people when they are ableist,disability
184,calls others out for discrimination,neurodiversity
184,acts or appears more mature,age
184,positive feelings,pronoun_feelings
184,hides home life,class
184,"disabled people, helpers",identity_affinities
184,uses self-confidence,age
184,experiences/observes no religious discrimination,religion
184,experiences/observes ableism,disability
184,assimilates into dominant culture,class
184,hides whole self,class
184,hides whole self,gender
184,experiences/observes no lgbtqia+ discrimination,lgbtqia
184,uses privacy (hides details to protect self),class
184,shamelessly asks for accommodations,neurodiversity
184,confronts problems,neurodiversity
184,seeks support,neurodiversity
184,buys knock-offs,class
184,seeks safety,gender
184,uses self-confidence,disability
184,pronouns feel affirming or empowering,pronoun_feelings
184,"\""disabled people have trouble connecting with other disabled people and it can be scary to feel like you are the only one experiencing these things.\""",identity_reflection
184,acts unapologetic and outspoken about condition,disability
184,shares own pronouns when asked,pronouns
184,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
184,controls impressions using clothing or makeup,class
184,uses accommodations,neurodiversity
184,asks for help,neurodiversity
184,experiences the practice of pronouns as common in places meant for acceptance,pronouns
184,asks for help,disability
358,observes class discrimination,class
358,challenges or manages stereotypes,race-ethnicity
358,does not think about pronouns (because straight),pronouns
358,uses self-confidence,age
358,controls impressions using clothing or makeup,race-ethnicity
358,code-switches,race-ethnicity
358,experiences pronoun use as not an issue,pronouns
358,"\""adhd is so common people joke about it\"" (says person who is not disabled or neurodivergent)",neurodiversity
358,conflates gender and sexuality,pronouns
358,observes homophobia and politics at work,lgbtqia
358,experiences/observes no ableism,disability
358,resists pressures,age
358,speaks up,age
358,confronts problems,age
358,assimilates into dominant culture,race-ethnicity
358,manages difficult situations,race-ethnicity
358,experiences/observes no gender discrimination,gender
358,experiences/observes lgbtqia+ discrimination,lgbtqia
358,observes cruelty towards gay coworker,lgbtqia
358,feels confident,religion
358,makes fun or jokes around,neurodiversity
358,expresses ableism,neurodiversity
358,pronouns feel irrelevant or unnecessary,pronoun_feelings
358,"music taste, anime, film, food",identity_affinities
358,"\""I feel as if social media is allowing people to cosplay or test different identities. Growing up, you had to figure out what you liked on your own and listen to your body to see what made you happy. Nowadays, you can look an aesthetic on social media and be told how to be a certain person.\""",identity_reflection
358,"takes care to not appear \""ghetto\""",race-ethnicity
358,considers pronoun use through lens of self,pronouns
358,hides home life,race-ethnicity
393,uses privacy at times (hides details to protect self),disability
393,acts or appears more mature,age
393,controls impressions using clothing or makeup,age
393,changes voice or tone or manner of speaking,race-ethnicity
393,changes language or avoids slang,age
393,hides medication,neurodiversity
393,experiences/observes no classism,class
393,assimilates into dominant culture,age
393,assimilates into dominant culture,race-ethnicity
393,hides whole self,race-ethnicity
393,avoids frictions,religion
393,hides whole self,religion
393,hides whole self,disability
393,hides whole self,neurodiversity
393,avoids frictions,neurodiversity
393,experiences/observes no gender discrimination,gender
393,deals with stigma,neurodiversity
393,hides language,race-ethnicity
393,uses privacy (hides details or protects self),neurodiversity
393,uses privacy at times (hides details to protect self),religion
393,"as a muslim feels at times that \""i cant pray in public\""",religion
393,masks,disability
393,experiences or expresses distress related to religion,religion
96,showcases strengths,gender
96,experiences pronouns as way of proving identity,pronouns
96,"thought \""its getting over hyped\""",pronoun_feelings
96,"\""Only hoping this doesn't get way too far and seperate people like how religion and caste did!\""",identity_reflection
96,uses self-confidence,class
96,uses self-confidence,race-ethnicity
96,shows strength,disability
96,experiences/observes no neurodiversity discrimination,neurodiversity
96,hides whole self,class
96,resists pressures,class
96,resists pressures,race-ethnicity
96,ignores people,religion
96,uses privacy (hides details to protect self),class
96,learns and empowers self,neurodiversity
96,asks questions,neurodiversity
96,speaks out,neurodiversity
96,ambivalent feelings,pronoun_feelings
96,pronouns feel like a way to understand and connect,pronoun_feelings
96,sets boundaries,class
96,centers skills and knowledge rather than race/ethnicity,race-ethnicity
96,centers skills and knowledge rather than class,class
349,experiences/observes no classism,class
349,experiences/observes no ageism,age
102,does not share own pronouns,pronouns
102,hides race or ethnicity,race-ethnicity
102,uses privacy at times (hides details to protect self),race-ethnicity
102,indifferent feelings,pronoun_feelings
102,uses privacy (hides agnostic details to protect self),religion
102,voices opinion about sexist behaviors at times,gender
102,obscures self,race-ethnicity
102,hides whole self,race-ethnicity
102,hides whole self,religion
102,isolates or withdraws,gender
102,confronts problems,gender
102,adapts attitudes or behaviors to situation,gender
102,identifies as white,race-ethnicity
102,hides home life,race-ethnicity
105,rejects ignorance to protect mental health,race-ethnicity
105,positive feelings,pronoun_feelings
105,hides home life,class
105,dreams of comfort,class
105,develops a sense of misandry,gender
105,deals with gender violence,gender
105,"thought \""at first just due to ignorance i found it a little annoying to have to share an aspect of my identity that i never really questioned or had matter to me \""",pronoun_feelings
105,deals with sexual harassment,gender
105,experiences pronoun use as not negative,pronouns
105,masks,neurodiversity
105,experiences microaggressions,race-ethnicity
105,dreams,class
105,agrees with criticism of christianity,religion
105,"controls hyperactivity to avoid being viewed as \""ghetto\""",neurodiversity
105,"\""the sexism i've experienced as a woman has been a lot more violent and physical in nature than the racist experiences i've had\""",gender
105,has been laughed at and criticized for offering pronouns,pronouns
105,"\""I think there obviously is a lot more to a person than the organizational classes and identities society has created for them to sort themselves into so I think it would be really interesting to explore the sense of self people develop outside of those factors and how possible it is to develop a self mostly unbiased by these factors.\""",identity_reflection
105,code-switches,race-ethnicity
105,experiences racial or ethnic discrimination at school,race-ethnicity
105,uses self-confidence,race-ethnicity
105,experiences/observes no ableism,disability
105,hides whole self,class
105,assimilates into dominant culture,race-ethnicity
105,resists pressures,race-ethnicity
105,ignores people,race-ethnicity
105,hides whole self,neurodiversity
105,avoids frictions,neurodiversity
105,experiences/observes gender discrimination,gender
105,learns and empowers self,gender
105,self-reflects,gender
105,rejects stereotypes,gender
105,uses privacy (hides details to protect self),class
105,ignores race/ethnicity discrimination,race-ethnicity
105,uses privacy (hides details or protects self),neurodiversity
105,considers pronoun use through lens of self and others,pronouns
105,works harder or overcompensates,class
105,deals with intersectionality (gender and race/ethnicity),gender
105,resists or confronts race/ethnicity discrimination,race-ethnicity
105,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
105,sets boundaries,gender
17,hides medication,disability
17,masks,neurodiversity
17,pronouns feel supportive for others,pronoun_feelings
17,as spiritual person ignores or avoids religious pressures or discrimination,religion
17,we have our own perception of our identity and there are also external perceptions of our identity,identity_reflection
17,remains calm,race-ethnicity
17,avoids frictions,class
17,avoids frictions,religion
17,ignores people,religion
17,hides whole self,neurodiversity
17,avoids frictions,neurodiversity
17,avoids frictions,race-ethnicity
17,avoids harmful situations,race-ethnicity
17,uses privacy (hides details or protects self),neurodiversity
17,sets boundaries,class
17,disassociates or disengages,race-ethnicity
17,disassociates or disengages,class
17,associates the practice of pronouns with school,pronouns
17,avoids harmful situations,class
186,positive feelings,pronoun_feelings
186,deals with ignorance,neurodiversity
186,deals with sexism from family,gender
186,deals with stares,lgbtqia
186,my partner,identity_affinities
186,experiences/observes age discrimination at home,age
186,experiences/observes age discrimination in medical contexts,age
186,experiences/observes age discrimination in the queer community,age
186,experiences pronoun use as good,pronouns
186,experiences/observes no religious discrimination,religion
186,experiences/observes ableism,disability
186,hides whole self,gender
186,experiences/observes gender discrimination,gender
186,manages difficult situations,lgbtqia
186,deals with mean jokes or slurs,lgbtqia
186,experiences invisible/hidden disability intolerance or judgement,disability
186,observes racism,race-ethnicity
186,pronouns feel affirming or empowering,pronoun_feelings
186,associates the practice of pronouns with school,pronouns
186,hides genderqueer identity from family,gender
118,believes pronouns can be assumed based on appearance,pronouns
118,does not share own pronouns,pronouns
118,positive feelings,pronoun_feelings
118,as a muslim avoids heated discussions,religion
118,tries extra hard to not be labeled typical woman,gender
118,tries extra hard to not make mistakes,gender
118,avoids triggering people,religion
118,"\""I feel identities keep changing based on experiences.\""",identity_reflection
118,has never been asked about pronouns,pronouns
118,pronouns feel fine,pronoun_feelings
118,experiences/observes no ableism,disability
118,experiences/observes no neurodiversity discrimination,neurodiversity
118,assimilates into dominant culture,race-ethnicity
118,avoids frictions,religion
118,manages difficult situations,religion
118,experiences/observes gender discrimination,gender
118,sets boundaries,class
118,recognizes own cis pronoun privilege,pronouns
118,considers pronoun use through lens of self,pronouns
118,experiences or expresses distress related to religion,religion
118,deals with sexist stem culture or other male-dominated field,gender
118,works harder or overcompensates,gender
118,pronouns they/them feel best for everyone,pronoun_feelings
118,avoids harmful situations,class
118,changes name or uses nickname,race-ethnicity
217,cooking,identity_affinities
217,latin people,identity_affinities
217,people with similar values,identity_affinities
217,challenges or manages stereotypes,race-ethnicity
217,positive feelings,pronoun_feelings
217,as an atheist avoids conflicts or confrontations,religion
217,reading,identity_affinities
217,feels sad or frustrated,gender
217,pronouns feel supportive for others,pronoun_feelings
217,uses self-confidence,class
217,avoids discussing religion or religious topics,religion
217,avoids triggering people,religion
217,"\""As you grow older you are more at piece with loving what you love and understanding yourself.\""",identity_reflection
217,tries to educate,gender
217,understands its hard or even dangerous to correct people or stand your ground,gender
217,practices gratitude,class
217,experiences/observes no ableism,disability
217,experiences/observes no neurodiversity discrimination,neurodiversity
217,resists pressures,class
217,resists pressures,race-ethnicity
217,confronts problems,race-ethnicity
217,manages difficult situations,race-ethnicity
217,educates people,race-ethnicity
217,manages difficult situations,religion
217,isolates or withdraws,gender
217,experiences/observes gender discrimination,gender
217,experiences/observes no lgbtqia+ discrimination,lgbtqia
217,self-reflects,age
217,practices authenticity,class
217,resents disadvantages,class
217,experiences religious impositions or pressures to conform,religion
217,observes generational gap in understanding of the practice of pronouns,pronouns
217,finds power within,class
217,considers pronoun use through lens of self and others,pronouns
217,pronouns feel clarifying helpful useful,pronoun_feelings
217,experiences or expresses distress related to religion,religion
187,positive feelings,pronoun_feelings
187,hides lgbtqia+ identity as needed,lgbtqia
187,pronouns feel normal or normalizing,pronoun_feelings
187,uses self-confidence,age
187,believes misogyny runs deep,gender
187,does not mind pronoun use,pronouns
187,"music, art, food, politics, sports",identity_affinities
187,"\""be you, be unapologetic, and dont care what others say\""",identity_reflection
187,resists pressures,age
187,ignores people,age
187,manages difficult situations,lgbtqia
187,hides whole self,lgbtqia
187,uses privacy at times (hides details to protect self),lgbtqia
187,connects with peers,lgbtqia
187,avoids friction,lgbtqia
187,makes fun or jokes around,age
187,fears,lgbtqia
187,seeks safety,lgbtqia
187,adapts attitudes or behaviors to situation,lgbtqia
187,lives life,age
187,observes that people (even women) hate when women are in charge,gender
94,remembers details of antisemitic slurs,religion
94,feels powerless to make change that will help disabled people,disability
94,resists or confronts antisemitism,religion
94,feels empathy,disability
94,observed neurodivergent manager ostracized for trying to create useful structures,neurodiversity
94,deals with queerphobia,gender
94,"hides truths from family because \""it will go badly\""",gender
94,feels unsafe using authentic pronouns around family,pronouns
94,pronouns feel complicated,pronoun_feelings
94,hides race or ethnicity,race-ethnicity
94,uses privacy at times (hides details to protect self),race-ethnicity
94,quits job,neurodiversity
94,protects privilege or wealth,class
94,masks,gender
94,"thought \""hard when i don't know the people i'm coming out to because sometimes they want direction\""",pronoun_feelings
94,considers safety when deciding to share pronouns,pronouns
94,experiences or observes antisemitism,religion
94,pronouns feel supportive for others,pronoun_feelings
94,intervenes,race-ethnicity
94,experiences racial or ethnic discrimination at work,race-ethnicity
94,experiences racial or ethnic discrimination at school,race-ethnicity
94,experiences/observes religious discrimination,religion
94,experiences/observes ableism,disability
94,hides whole self,race-ethnicity
94,resists pressures,race-ethnicity
94,confronts problems,race-ethnicity
94,hides whole self,gender
94,code-switches,gender
94,uses privacy (hides details to protect self),class
94,"\""I often find that I'm non-binary about a lot of things other than gender. I am non-binary in my economic values, for example, because I value some parts of capitalism and some parts of socialism but I am neither a capitalist nor a socialist. I wonder if thinking about parts of ideas instead of two opposing, whole ideas is itself an identity or way of being.\""",identity_reflection
94,ambivalent feelings,pronoun_feelings
94,deals with mean jokes or slurs,religion
94,avoids frictions,gender
94,avoids conflicts with family,gender
94,observes racist customers,race-ethnicity
94,calls security,race-ethnicity
94,intervenes in race/ethnicity discrimination,race-ethnicity
94,able to take on unpaid career-related opportunities,class
94,considers pronoun use through lens of self and others,pronouns
94,resists or confronts race/ethnicity discrimination,race-ethnicity
94,shares own pronouns when asked,pronouns
94,deals with erasure,gender
94,experiences or expresses distress related to religion,religion
94,challenges or manages stereotypes,religion
94,hides religion,race-ethnicity
94,pronouns they/them feel best for everyone,pronoun_feelings
367,uses self-confidence,age
367,Identity helps us to connect with like minded people who share the same interests and likes. It helps us to increase our knowledge by sharing our knowledge with others who has the same interests.,identity_reflection
367,experiences pronoun use as good,pronouns
367,experiences/observes no classism,class
367,experiences/observes no religious discrimination,religion
367,experiences/observes no ableism,disability
367,experiences/observes no neurodiversity discrimination,neurodiversity
367,learns and empowers self,age
367,experiences/observes no gender discrimination,gender
367,experiences/observes no lgbtqia+ discrimination,lgbtqia
367,self-reflects,age
367,"food, music, sports",identity_affinities
367,pronouns feel affirming or empowering,pronoun_feelings
14,uses privacy at times (hides details to protect self),disability
14,experiences multiracial or multi-ethnicity complexity,race-ethnicity
14,uses privacy (hides details or protects self),gender
14,"thought \""i feel silly sharing mine\""",pronoun_feelings
14,"adopted and raised by two single mothers, strong women as role models",identity_reflection
14,pronouns feel supportive for others,pronoun_feelings
14,internalizes racism,race-ethnicity
14,regrets not exploring culture early on,race-ethnicity
14,does not cope,disability
14,uses marijuana,disability
14,does not cope,neurodiversity
14,regrets,race-ethnicity
14,code-switches,class
14,experiences racial or ethnic discrimination at home,race-ethnicity
14,self-censors,class
14,assimilates into dominant culture,class
14,hides whole self,class
14,assimilates into dominant culture,race-ethnicity
14,learns and empowers self,race-ethnicity
14,hides whole self,disability
14,avoids frictions,disability
14,hides whole self,gender
14,experiences/observes gender discrimination,gender
14,ignores people,gender
14,uses privacy (hides details to protect self),class
14,self-medicates,disability
14,ambivalent feelings,pronoun_feelings
14,learns and empowers self,religion
14,fears,class
14,avoids situations,disability
14,isolates or withdraws,disability
14,withholds,gender
14,avoids frictions,gender
14,experiences religious impositions or pressures to conform,religion
14,rejects gender discrimination,gender
14,talks less because thinks differently,class
14,considers pronoun use through lens of self and others,pronouns
14,recognizes own cisgender privilege when it comes to pronouns,pronouns
14,recognizes own cis pronoun privilege,pronouns
14,whitewashes self,race-ethnicity
14,shares own pronouns when asked,pronouns
14,controls impressions using clothing or makeup,class
14,relationship with religion changes over time,religion
107,positive feelings,pronoun_feelings
107,assumed competent because white,race-ethnicity
107,pronouns feel supportive for others,pronoun_feelings
107,does god's work,religion
107,feels a calling,religion
107,does not share catholic beliefs at work,religion
107,experiences pronoun use as company's official email signature,pronouns
107,"thought \""it would also piss me off if someone kept misgendering me and i don't want other people to have to experience that\""",pronoun_feelings
107,assimilates into dominant culture,class
107,respects people,religion
107,experiences privilege,race-ethnicity
107,adopts hobbies or activities to fit in,class
107,uses privilege to advocate for others,race-ethnicity
107,recognizes own privilege,race-ethnicity
107,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
107,pronouns feel clarifying helpful useful,pronoun_feelings
107,controls impressions using clothing or makeup,class
107,considers pronoun use through lens of self,pronouns
309,"\""Perhaps our backgrounds, including our experiences and education, can influence our identities.\""",identity_reflection
309,positive feelings,pronoun_feelings
309,hides lgbtqia+ identity as needed,lgbtqia
309,feels comfortable sharing pronouns but worries about backlash from those who disagree with practice,pronouns
309,experiences pronoun use as tricky,pronouns
309,changes voice or tone or manner of speaking,race-ethnicity
309,assimilates into dominant culture,race-ethnicity
309,manages difficult situations,lgbtqia
309,uses privacy at times (hides details to protect self),lgbtqia
309,hides language,race-ethnicity
309,adapts attitudes or behaviors to situation,lgbtqia
309,considers pronoun use through lens of self and others,pronouns
309,"places I have lived, culture, politics, values, design",identity_affinities
309,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
309,changes name or uses nickname,race-ethnicity
392,experiences pronoun use as normal and not a bother,pronouns
392,feels uneasy around religious people,religion
392,"\""It doesn't matter (identity) and we don't have to identify as anything or we could identify as everything.\""",identity_reflection
392,with people I love,identity_affinities
392,pronouns feel normal or normalizing,pronoun_feelings
392,"believes religious people are \""more likely to be racist trump supporters\""",religion
392,embraces lgbtqia+ friends who were once closeted,lgbtqia
392,feels pride,race-ethnicity
392,experiences/observes no ableism,disability
392,ignores people,race-ethnicity
392,experiences/observes no gender discrimination,gender
392,respects people,lgbtqia
392,uses open communication,neurodiversity
392,ignores race/ethnicity discrimination,race-ethnicity
392,uneasy around religious people,religion
392,ignores comments,race-ethnicity
392,observes people buying brands to fit in,class
392,takes medication,neurodiversity
392,experiences or expresses distress related to religion,religion
65,my identity is more than what i look on the outside. i can guess what other people think when they see me but i try to live my life the best i can.,identity_reflection
65,uses privacy (hides details or protects self),gender
65,sets boundaries,race-ethnicity
65,indifferent feelings,pronoun_feelings
65,uses self-confidence,class
65,avoids interactions with opposite sex,gender
65,experiences pronoun use as not an issue,pronouns
65,avoids frictions,class
65,assimilates into dominant culture,race-ethnicity
65,prevents stereotypes,gender
65,avoids frictions,race-ethnicity
65,avoids harmful situations,race-ethnicity
65,sets boundaries,class
65,keeps low profile,class
65,deals with intersectionality (gender and race/ethnicity),gender
65,sets boundaries,gender
65,avoids harmful situations,class
65,changes name or uses nickname,race-ethnicity
72,"believes \""you're setting people up to fail in the real world once they leave your daycare 2.0 college scene\""",gender
72,"resents the \""dei narrative\""",class
72,feels victimized and disadvantaged,race-ethnicity
72,indicates male fragility,gender
72,"conflates gender diversity with \""type of sex people have\""",gender
72,"feels excluded \""because i am a hetero white male\""",gender
72,blames,class
72,indicates white fragility,race-ethnicity
72,considers sexuality a woke religion,religion
72,resents not being able to say the word retard,religion
72,blames,race-ethnicity
72,feels defensive,race-ethnicity
72,indicates white fragility,class
72,blames,religion
72,feels defensive,religion
72,"believes \""going above and beyond to make people feel like they're no different than anyone else makes them feel like they're different than everyone else\""",disability
72,blames,gender
72,resents people,class
72,resents people,race-ethnicity
72,resents people,religion
72,supports meritocracy,race-ethnicity
72,"thought \""people who have special pronouns are mentally ill\""",pronoun_feelings
72,experiences barriers due to color of white skin,class
72,"resents \""virtue signaling\"" and \""woke culture\""",race-ethnicity
72,feels defensive,gender
111,"thought \""it makes me feel weird\""",pronoun_feelings
111,"\""I would like you to include more about emotions. Emotions and feeling play a vital role in shaping an individual.\""",identity_reflection
111,indicates male fragility,gender
111,ignores islamophobia,religion
111,experiences pronoun use as something that should not required,pronouns
111,"believes \""professors used to discriminate between men and women resulting in demotivation to the male section of the class\""",gender
111,experiences/observes no racial or ethnic discrimination,race-ethnicity
111,experiences/observes religious discrimination,religion
111,experiences/observes no ableism,disability
111,experiences or observes islamophobia,religion
111,experiences/observes no neurodiversity discrimination,neurodiversity
111,assimilates into dominant culture,class
111,manages difficult situations,religion
111,ignores people,religion
111,blames,gender
111,controls impressions using clothing or makeup,class
111,negative feelings,pronoun_feelings
144,believes beliefs are personal,religion
144,positive feelings,pronoun_feelings
144,"beliefs, morals, lifestyle",identity_affinities
144,resists or confronts class discrimination,class
144,sets boundaries,race-ethnicity
144,does not share own pronouns unless asked,pronouns
144,uses self-confidence,class
144,avoids discussing religion or religious topics,religion
144,"\""I think experience, thoughts, and beliefs ultimately shape our identity but over time those things change. I think that’s when people began to question “who am I?” And some people never know.\""",identity_reflection
144,uses self-confidence,race-ethnicity
144,"believes \""those who are disabled don’t pity themselves and feel offended when you pity them\""",disability
144,experiences/observes no neurodiversity discrimination,neurodiversity
144,assimilates into dominant culture,age
144,hides whole self,age
144,resists pressures,class
144,resists pressures,race-ethnicity
144,ignores people,race-ethnicity
144,experiences/observes no gender discrimination,gender
144,changes behavior to fit in,age
144,experiences/observes no lgbtqia+ discrimination,lgbtqia
144,uses privacy at times (hides details or protects self),age
144,practices authenticity,class
144,uses attributional distancing,race-ethnicity
149,"stories, my people, environment, ideology, surroundings",identity_affinities
149,positive feelings,pronoun_feelings
149,experiences pronoun use as nothing different,pronouns
149,experiences/observes no religious discrimination,religion
149,hides whole self,age
149,experiences/observes no gender discrimination,gender
149,uses privacy at times (hides details or protects self),age
149,deals with racist jokes or slurs,race-ethnicity
149,pronouns feel clarifying helpful useful,pronoun_feelings
149,considers pronoun use through lens of self,pronouns
159,overcomes shame or stigma,class
159,"\""While conversations about identity politics are so helpful, I generally find they leave me feeling a sense of powerlessness in the binaries emphasized. Critical theory can only take us so far. I want to use identity and transcend it at the same time, to get to the threads of human experience that tie us together more than apart.\""",identity_reflection
159,uses privacy at times (hides details to protect self),disability
159,uses privacy (hides details or protects self),race-ethnicity
159,positive feelings,pronoun_feelings
159,uses privacy (hides details or protects self),gender
159,hides disability/struggles,disability
159,tries to prevent stigma,disability
159,presents as able-bodied to be seen as capable and healthy and strong,disability
159,appears put together capable and strong,gender
159,avoids all-male groups and committees,gender
159,"shys away from being \""overly emotional\"" in professional settings",gender
159,out about their same-sex marriage and family,lgbtqia
159,"political lefties, democratic socialists, parents, queer communities",identity_affinities
159,deals with debilitating disorder and flares,disability
159,experiences pronoun use as happy to see,pronouns
159,observes cis men expressing exasperation or confusion,pronouns
159,hides whole self,age
159,hides whole self,class
159,learns and empowers self,class
159,hides whole self,disability
159,avoids frictions,disability
159,manages difficult situations,disability
159,controls emotions,gender
159,uses open communication,lgbtqia
159,uses privacy at times (hides details or protects self),age
159,uses privacy (hides details to protect self),class
159,experiences stigma,disability
159,adapts attitudes or behaviors to situation,lgbtqia
159,avoids frictions,gender
159,considers pronoun use through lens of self and others,pronouns
159,masks,disability
159,hides age or birthday,age
159,feels pride,lgbtqia
170,stays as healthy as possible,age
170,shuts down when snubbed,class
170,hides race or ethnicity,race-ethnicity
170,positive feelings,pronoun_feelings
170,"\""I have suffered emotionally because of my identity. I don't feel I belong anywhere, even sometimes among my own people. If we could bring more grace and kindness toward each other, the world would be a better place.\""",identity_reflection
170,deals with sexual harassment,gender
170,acts as ally,lgbtqia
170,avoids dating self,age
170,mirrors discriminator,race-ethnicity
170,internalizes racism,race-ethnicity
170,isolates or withdraws,class
170,mirrors,race-ethnicity
170,tempers impatience with neurodivergent people,neurodiversity
170,avoids further damage,gender
170,deals with bullying,gender
170,prays to be left alone,gender
170,creates accepting environment,lgbtqia
170,experiences pronoun use as nothing unusual,pronouns
170,conflates pronouns and sexuality,pronouns
170,immediate family,identity_affinities
170,practices empathy and grace,neurodiversity
170,experiences/observes no religious discrimination,religion
170,stays in-group,religion
170,experiences/observes no ableism,disability
170,assimilates into dominant culture,age
170,hides whole self,age
170,isolates or withdraws,gender
170,experiences/observes gender discrimination,gender
170,respects people,lgbtqia
170,uses privacy at times (hides details or protects self),age
170,avoids frictions,gender
170,controls impressions through health and wellness,age
170,feels exhausted,age
170,exits scene,class
170,wanted to be white,race-ethnicity
170,pronouns feel clarifying helpful useful,pronoun_feelings
170,considers pronoun use through lens of self,pronouns
170,hides age or birthday,age
170,observes age discrimination against older people,age
170,avoids harmful situations,class
173,professionalizes,age
173,indifferent feelings,pronoun_feelings
173,pronouns feel supportive for others,pronoun_feelings
173,uses self-confidence,class
173,takes caution,race-ethnicity
173,deflects comments,disability
173,does not take things personally,disability
173,"makes it \""hard enough on myself\""",neurodiversity
173,differentiates professional relationships and personal relationship,gender
173,"has to \""tolerate several people professionally\""",gender
173,experiences/observes no religious discrimination,religion
173,assimilates into dominant culture,age
173,sets boundaries,age
173,resists pressures,disability
173,protects self,disability
173,sets boundaries,disability
173,changes behavior to fit in,age
173,experiences/observes no lgbtqia+ discrimination,lgbtqia
173,practices authenticity,class
173,tries to be cautious and aware of surroundings,race-ethnicity
173,does not mind sharing own pronouns,pronouns
173,sets boundaries,gender
173,considers pronoun use through lens of self,pronouns
194,hides neurodiversity,neurodiversity
194,does not share own pronouns,pronouns
194,not sure if racism or something else,race-ethnicity
194,"thought \""don’t believe in this infinite amount of genders\""",pronoun_feelings
194,"football, golf, comedy, biology and medicine videos",identity_affinities
194,experiences/observes no religious discrimination,religion
194,experiences/observes no ableism,disability
194,hides whole self,neurodiversity
194,avoids frictions,neurodiversity
194,experiences/observes no gender discrimination,gender
194,experiences/observes no lgbtqia+ discrimination,lgbtqia
194,experiences/observes no ageism,age
194,uses privacy (hides details or protects self),neurodiversity
194,"\""I think environment plays a big role in Identity. I went to poor high school, and we always did bad compared to all the other high schools in wealthier areas.\""",identity_reflection
194,considers pronoun use through lens of self,pronouns
194,negative feelings,pronoun_feelings
194,does not believe in sharing pronouns,pronouns
